Gene,Xobs
YML065W,0.039678
YML066C,0.02251
YML067C,1.404266
YML068W,0.030503
YML069W,0.595098
YML070W,0.721182
YML071C,0.08109
YML072C,0.457276
YML073C,3.956407
YML074C,2.074311
YML075C,0.405233
YML076C,0.039572
YML077W,0.428805
YML078W,1.815595
YML079W,0.229018
YML080W,0.461266
YML081W,0.0431
YML082W,0.066166
YML083C,0.018611
YML085C,1.331271
YML086C,1.186687
YML087C,0.015242
YML088W,0.089336
YML091C,0.050736
YML092C,2.298653
YML093W,0.306106
YML094W,0.581769
YML095C,0.023043
YML096W,0.028474
YML097C,0.157333
YML098W,0.197465
YML099C,0.013359
YML100W,0.109096
YML100WA,0.106633
YML101C,0.365344
YML102W,0.16714
YML103C,0.061577
YML104C,0.012087
YML105C,0.693203
YML106W,0.812842
YML107C,0.048765
YML108W,0.20949
YML109W,0.022766
YML110C,0.935401
YML111W,0.03324
YML112W,0.077001
YML113W,0.575378
YML114C,0.13845
YML115C,0.298582
YML116W,0.19168
YML117W,0.076939
YML118W,0.012253
YML119W,0.218671
YML120C,0.102601
YML121W,0.168842
YML123C,4.546489
YML124C,1.226389
YML125C,1.163961
YML126C,3.894186
YML127W,0.634664
YML128C,0.0434
YML129C,0.16375
YML130C,0.751944
YML131W,0.255463
YML132W,0.410172
YML133C,0.105935
YMR001C,0.070205
YMR002W,1.081697
YMR003W,0.140955
YMR004W,0.091616
YMR005W,0.401373
YMR006C,0.401609
YMR008C,0.865857
YMR009W,0.405341
YMR010W,0.104586
YMR011W,1.74689
YMR012W,0.656234
YMR013C,0.051822
YMR014W,0.176047
YMR015C,0.218907
YMR016C,0.140112
YMR017W,0.017709
YMR018W,0.01685
YMR019W,0.036305
YMR020W,0.051997
YMR021C,0.122433
YMR022W,0.198943
YMR023C,0.043985
YMR024W,0.198592
YMR025W,0.008945
YMR026C,0.050693
YMR027W,0.318942
YMR028W,0.110479
YMR029C,0.042269
YMR030W,0.104373
YMR031C,0.116994
YMR032W,0.161745
YMR033W,0.230168
YMR034C,0.021451
YMR035W,0.207957
YMR036C,0.031138
YMR037C,0.061858
YMR038C,0.494472
YMR039C,0.175218
YMR040W,0.039268
YMR041C,0.09105
YMR042W,0.051878
YMR043W,0.737497
YMR044W,0.209551
YMR045C,0.30443
YMR046C,0.06487
YMR047C,0.237728
YMR048W,0.024966
YMR049C,0.634102
YMR050C,0.375008
YMR051C,0.860457
YMR052W,0.046283
YMR053C,0.025641
YMR054W,0.322902
YMR055C,0.067269
YMR056C,0.017653
YMR058W,1.106373
YMR059W,0.321441
YMR060C,0.069973
YMR061W,0.128161
YMR062C,0.233778
YMR063W,0.004394
YMR064W,0.018623
YMR065W,0.029575
YMR066W,0.017652
YMR067C,0.034491
YMR068W,0.011218
YMR069W,0.017526
YMR070W,0.042627
YMR071C,0.611885
YMR072W,1.047558
YMR073C,0.485649
YMR074C,1.30905
YMR075W,0.015429
YMR076C,0.087674
YMR077C,0.065966
YMR078C,0.025071
YMR079W,1.010894
YMR080C,0.153368
YMR081C,0.033628
YMR083W,1.925418
YMR084W,0.020147
YMR085W,0.018402
YMR086W,0.035142
YMR087W,0.113981
YMR088C,0.083807
YMR089C,0.353145
YMR090W,0.153651
YMR091C,0.351663
YMR092C,0.839078
YMR093W,0.178879
YMR094W,0.013786
YMR095C,0.007971
YMR096W,0.076075
YMR097C,0.036056
YMR098C,0.048109
YMR099C,0.748432
YMR100W,0.034237
YMR101C,0.029459
YMR102C,0.069829
YMR104C,0.006474
YMR105C,0.03832
YMR106C,0.014064
YMR107W,0.030846
YMR108W,1.215408
YMR109W,0.128567
YMR110C,0.319431
YMR111C,0.12374
YMR112C,0.97293
YMR113W,0.299028
YMR114C,0.054019
YMR115W,0.057365
YMR116C,52.461219
YMR117C,0.00907
YMR118C,0.010025
YMR119W,0.072753
YMR120C,0.473585
YMR121C,0.596364
YMR123W,2.194215
YMR124W,0.021275
YMR125W,0.199232
YMR126C,0.017234
YMR127C,0.011492
YMR128W,0.135471
YMR129W,0.091178
YMR130W,0.08915
YMR131C,1.121548
YMR132C,0.04705
YMR133W,0.041761
YMR134W,0.103739
YMR135C,0.193375
YMR136W,0.041574
YMR137C,0.013422
YMR138W,0.124292
YMR139W,0.086067
YMR140W,0.048166
YMR142C,4.894853
YMR143W,2.546625
YMR144W,0.051297
YMR145C,1.283952
YMR146C,1.771361
YMR147W,0.02975
YMR148W,0.288889
YMR149W,0.796795
YMR150C,0.65996
YMR152W,0.25292
YMR153W,0.171368
YMR154C,0.019436
YMR155W,0.029357
YMR156C,0.059479
YMR157C,0.121809
YMR158W,0.238791
YMR159C,0.022737
YMR160W,0.022532
YMR161W,0.112893
YMR162C,0.01133
YMR163C,0.019551
YMR164C,0.039504
YMR165C,0.046035
YMR166C,0.051086
YMR167W,0.010856
YMR168C,0.008116
YMR169C,0.00753
YMR170C,0.051337
YMR171C,0.056733
YMR172W,0.00807
YMR173W,0.27821
YMR174C,0.412216
YMR175W,0.030497
YMR176W,0.007271
YMR177W,0.087518
YMR178W,0.151175
YMR179W,0.017737
YMR180C,0.028072
YMR181C,0.064864
YMR182C,0.00485
YMR183C,0.334867
YMR184W,0.701851
YMR185W,0.009828
YMR186W,2.357738
YMR187C,0.052098
YMR188C,0.193453
YMR189W,0.343805
YMR190C,0.007298
YMR191W,0.091383
YMR192W,0.024392
YMR193W,0.150481
YMR194W,4.31162
YMR195W,0.341707
YMR196W,0.009885
YMR197C,0.286426
YMR198W,0.049212
YMR199W,0.042471
YMR200W,0.56002
YMR201C,0.052709
YMR202W,5.241769
YMR203W,1.064191
YMR204C,0.037583
YMR205C,2.35163
YMR206W,0.01365
YMR207C,0.036242
YMR208W,0.40958
YMR209C,0.06635
YMR210W,0.030135
YMR211W,0.0662
YMR212C,0.133369
YMR213W,0.040309
YMR214W,0.511573
YMR215W,1.529859
YMR216C,0.050279
YMR217W,2.894113
YMR218C,0.056004
YMR219W,0.041008
YMR220W,0.518341
YMR221C,0.36858
YMR222C,0.34852
YMR223W,0.011662
YMR224C,0.011311
YMR225C,0.621927
YMR226C,2.607234
YMR227C,0.083859
YMR228W,0.095397
YMR229C,0.231276
YMR230W,4.467185
YMR231W,0.027051
YMR232W,0.009659
YMR233W,0.153975
YMR234W,0.026068
YMR235C,0.433597
YMR236W,0.825014
YMR237W,0.189056
YMR238W,0.970139
YMR239C,0.239743
YMR240C,0.097836
YMR241W,1.499607
YMR242C,4.525732
YMR243C,1.721177
YMR244CA,0.609671
YMR244W,0.065838
YMR246W,1.198219
YMR247C,0.02749
YMR250W,0.062621
YMR251W,0.020818
YMR251WA,7.212857
YMR252C,0.2325
YMR253C,0.027516
YMR255W,0.252614
YMR256C,0.939463
YMR257C,0.01531
YMR258C,0.092355
YMR259C,0.103254
YMR260C,1.221955
YMR261C,0.26807
YMR262W,0.057677
YMR263W,0.261134
YMR264W,1.173341
YMR265C,0.05859
YMR266W,0.369288
YMR267W,0.122272
YMR268C,0.05758
YMR269W,0.420044
YMR270C,0.095748
YMR271C,0.02993
YMR272C,0.937486
YMR273C,0.078406
YMR274C,0.171841
YMR275C,0.025117
YMR276W,1.409881
YMR277W,0.073952
YMR278W,0.167921
YMR279C,0.007247
YMR280C,0.007627
YMR281W,0.242212
YMR282C,0.020271
YMR283C,0.065859
YMR284W,0.039723
YMR285C,0.061876
YMR286W,1.137444
YMR287C,0.004874
YMR288W,0.020123
YMR289W,0.17007
YMR290C,0.608956
YMR291W,0.032473
YMR292W,0.435094
YMR293C,0.167145
YMR294W,0.180883
YMR295C,3.559421
YMR296C,1.272484
YMR297W,3.137968
YMR298W,1.294666
YMR299C,0.017212
YMR300C,0.16275
YMR301C,0.171915
YMR302C,0.169268
YMR303C,0.809803
YMR304W,0.059273
YMR305C,2.003646
YMR306W,0.004706
YMR307W,22.129674
YMR308C,1.104059
YMR309C,0.472088
YMR310C,0.358018
YMR311C,0.258402
YMR312W,0.214965
YMR313C,0.057522
YMR314W,1.099428
YMR315W,0.862927
YMR316W,0.098677
YMR317W,0.003183
YMR318C,2.883633
YMR319C,0.189226
YMR321C,2.023164
YMR322C,0.066735
YMR323W,0.024609
YMR325W,0.034084
YNL001W,0.145587
YNL002C,0.621569
YNL003C,0.301444
YNL004W,0.234939
YNL005C,0.241575
YNL006W,0.516736
YNL007C,3.103443
YNL008C,0.145266
YNL009W,0.028896
YNL010W,0.828869
YNL011C,0.022812
YNL012W,0.002317
YNL014W,0.033592
YNL015W,0.915088
YNL016W,0.608746
YNL018C,0.01985
YNL019C,0.00758
YNL020C,0.021555
YNL021W,0.080184
YNL022C,0.245793
YNL023C,0.159883
YNL024C,0.059033
YNL025C,0.009218
YNL026W,0.169592
YNL027W,0.068071
YNL029C,0.06289
YNL030W,6.724358
YNL031C,15.073716
YNL032W,0.472058
YNL033W,0.00241
YNL034W,0.014659
YNL035C,0.081366
YNL036W,0.347559
YNL037C,0.6864
YNL038W,0.066119
YNL039W,0.085825
YNL040W,0.158494
YNL041C,0.045608
YNL042W,0.02402
YNL044W,0.889283
YNL045W,0.301696
YNL046W,0.186103
YNL047C,0.062975
YNL048W,0.365175
YNL049C,0.079909
YNL050C,0.159628
YNL051W,0.053004
YNL052W,1.024145
YNL053W,0.038871
YNL054W,0.029554
YNL055C,8.289835
YNL056W,0.522229
YNL058C,0.430266
YNL059C,0.111072
YNL061W,0.733598
YNL062C,0.491832
YNL063W,0.085179
YNL064C,3.551483
YNL065W,0.088331
YNL066W,1.296517
YNL067W,3.797387
YNL068C,0.040989
YNL069C,11.949063
YNL070W,3.167597
YNL071W,1.195504
YNL072W,0.152064
YNL073W,0.039814
YNL074C,0.040825
YNL075W,0.829973
YNL076W,0.033273
YNL077W,0.015383
YNL078W,0.160429
YNL079C,2.094699
YNL080C,0.067256
YNL081C,0.520466
YNL082W,0.040429
YNL083W,0.018383
YNL084C,0.370608
YNL085W,0.337266
YNL086W,0.358523
YNL087W,0.296833
YNL088W,0.148358
YNL090W,0.160066
YNL091W,0.047716
YNL092W,0.019634
YNL093W,0.015299
YNL094W,0.044233
YNL095C,0.018052
YNL096C,3.403514
YNL097C,0.22328
YNL098C,0.872268
YNL099C,0.319205
YNL100W,0.537954
YNL101W,0.030395
YNL102W,0.074989
YNL103W,0.043246
YNL104C,1.909297
YNL106C,0.01497
YNL107W,0.175523
YNL108C,0.395844
YNL110C,1.263429
YNL111C,0.530743
YNL112W,2.82742
YNL113W,1.286646
YNL115C,0.1001
YNL116W,0.044334
YNL117W,0.036489
YNL118C,0.136224
YNL119W,0.094728
YNL121C,0.486704
YNL122C,0.164249
YNL123W,0.376705
YNL124W,0.271883
YNL125C,0.073891
YNL126W,0.014036
YNL127W,0.018394
YNL128W,0.011402
YNL129W,0.211577
YNL130C,0.767398
YNL131W,0.726925
YNL132W,0.274575
YNL133C,0.054184
YNL134C,2.650568
YNL135C,6.965215
YNL136W,0.063034
YNL137C,0.22858
YNL138W,1.065506
YNL139C,0.029514
YNL141W,0.617566
YNL142W,0.108866
YNL144C,0.016459
YNL145W,6.983683
YNL146W,0.029719
YNL147W,0.430983
YNL148C,0.044241
YNL149C,0.871744
YNL151C,0.374932
YNL152W,0.031122
YNL153C,0.624341
YNL154C,0.405291
YNL155W,0.092586
YNL156C,0.619509
YNL157W,1.148046
YNL158W,0.05586
YNL159C,0.054263
YNL160W,2.351163
YNL161W,0.072638
YNL162W,11.262762
YNL163C,0.206467
YNL164C,0.163033
YNL165W,0.050878
YNL166C,0.212252
YNL167C,0.058247
YNL168C,0.406902
YNL169C,0.260451
YNL172W,0.039376
YNL173C,0.073881
YNL175C,0.980261
YNL176C,0.051448
YNL177C,0.15238
YNL178W,42.068852
YNL180C,0.203425
YNL181W,0.24581
YNL182C,0.227262
YNL183C,0.053756
YNL185C,0.09847
YNL186W,0.261922
YNL187W,0.006998
YNL188W,0.056026
YNL189W,0.682719
YNL190W,4.794872
YNL191W,0.077351
YNL192W,0.18834
YNL193W,0.083778
YNL194C,0.012911
YNL195C,0.006508
YNL196C,5e-05
YNL197C,0.028511
YNL199C,0.066917
YNL200C,0.144792
YNL201C,0.015636
YNL202W,0.097054
YNL204C,0.019213
YNL206C,0.136368
YNL207W,0.402746
YNL208W,3.443426
YNL209W,6.920834
YNL210W,0.010167
YNL211C,0.108931
YNL212W,0.198355
YNL213C,0.025824
YNL214W,0.031027
YNL215W,0.117147
YNL216W,0.119679
YNL217W,0.239069
YNL218W,0.014574
YNL219C,0.484081
YNL220W,0.999524
YNL221C,0.120755
YNL222W,0.159007
YNL223W,0.034497
YNL224C,0.031519
YNL225C,0.046707
YNL227C,0.041127
YNL229C,0.391887
YNL230C,0.00485
YNL231C,0.66751
YNL232W,0.889539
YNL233W,0.031798
YNL234W,0.058795
YNL236W,0.078498
YNL237W,0.023969
YNL238W,0.222333
YNL239W,0.835327
YNL240C,0.360853
YNL241C,0.660673
YNL242W,0.036138
YNL243W,0.516714
YNL244C,2.773388
YNL245C,0.077997
YNL246W,0.172589
YNL247W,0.761774
YNL248C,0.87632
YNL249C,0.082619
YNL250W,0.011005
YNL251C,0.043198
YNL252C,0.225349
YNL253W,0.06968
YNL254C,0.018965
YNL255C,1.471139
YNL256W,0.107429
YNL257C,0.024119
YNL258C,0.066615
YNL259C,1.362377
YNL260C,0.024669
YNL261W,0.058091
YNL262W,0.010398
YNL263C,0.984888
YNL264C,0.115178
YNL265C,0.089244
YNL267W,0.018622
YNL268W,1.437558
YNL269W,0.008079
YNL270C,0.019209
YNL271C,0.062003
YNL272C,0.071886
YNL273W,0.01959
YNL274C,0.251875
YNL275W,0.016452
YNL277W,0.027124
YNL278W,0.039314
YNL279W,0.008509
YNL280C,0.813034
YNL281W,0.811701
YNL282W,0.056191
YNL283C,0.149936
YNL284C,0.409728
YNL286W,0.070971
YNL287W,0.483593
YNL288W,0.267513
YNL289W,0.192145
YNL290W,0.13769
YNL291C,0.051113
YNL292W,0.249402
YNL293W,0.026075
YNL294C,0.035363
YNL295W,0.011547
YNL297C,0.03216
YNL298W,0.052999
YNL299W,0.031121
YNL300W,2.221247
YNL301C,3.698588
YNL302C,18.861336
YNL304W,0.027897
YNL305C,0.64583
YNL306W,0.521328
YNL307C,0.202278
YNL308C,0.804485
YNL309W,0.024036
YNL310C,0.171699
YNL311C,0.026717
YNL312W,0.933679
YNL313C,0.398801
YNL314W,0.021593
YNL315C,0.314469
YNL316C,0.097426
YNL317W,0.098591
YNL318C,0.010263
YNL320W,0.121486
YNL321W,0.113985
YNL322C,2.944159
YNL323W,0.342481
YNL325C,0.032222
YNL326C,0.101871
YNL327W,1.712049
YNL328C,0.008883
YNL329C,0.018945
YNL330C,0.217403
YNL331C,0.022953
YNL332W,0.100855
YNL333W,0.054376
YNL334C,0.076121
YNL335W,0.00513
YNL336W,0.399807
YNL339C,0.047595
YNR001C,1.531975
YNR002C,0.03087
YNR003C,0.177014
YNR004W,0.008765
YNR006W,0.128511
YNR007C,0.035082
YNR008W,0.129583
YNR009W,0.146269
YNR010W,0.140219
YNR011C,0.048109
YNR012W,0.186865
YNR013C,0.332063
YNR014W,0.140717
YNR015W,0.26388
YNR016C,0.435868
YNR017W,0.812335
YNR018W,1.557793
YNR019W,0.079407
YNR020C,0.222787
YNR021W,1.576981
YNR022C,0.304212
YNR023W,0.0327
YNR024W,0.307627
YNR026C,0.171283
YNR027W,0.141019
YNR028W,0.15917
YNR029C,0.170992
YNR030W,0.492185
YNR031C,0.025802
YNR032W,0.053006
YNR033W,0.13409
YNR034W,0.123073
YNR035C,0.919459
YNR036C,0.559189
YNR037C,0.538745
YNR038W,0.275696
YNR039C,0.111302
YNR040W,0.233466
YNR041C,0.251803
YNR043W,1.37306
YNR044W,0.756601
YNR045W,0.040537
YNR046W,1.297419
YNR047W,0.019188
YNR048W,0.044343
YNR049C,0.203656
YNR050C,0.891443
YNR051C,0.042984
YNR052C,0.623943
YNR053C,0.852487
YNR054C,0.468726
YNR055C,0.259783
YNR056C,0.005284
YNR057C,0.051265
YNR058W,0.021373
YNR059W,0.011683
YNR060W,0.034802
YNR061C,0.356039
YNR062C,0.00366
YNR063W,0.00813
YNR064C,0.019673
YNR065C,0.109156
YNR066C,0.011069
YNR067C,0.324392
YNR068C,0.004783
YNR069C,0.002664
YNR070W,0.007998
YNR071C,0.030575
YNR072W,0.007097
YNR073C,0.026788
YNR074C,0.124384
YNR075W,0.005
YNR076W,0.473689
YOL001W,0.025145
YOL002C,0.774962
YOL003C,0.046312
YOL004W,0.183889
YOL005C,0.667755
YOL006C,0.071515
YOL007C,0.251283
YOL008W,0.066873
YOL009C,0.102609
YOL010W,0.203636
YOL011W,0.009157
YOL012C,0.464296
YOL013C,0.035493
YOL014W,0.475141
YOL015W,0.003537
YOL016C,0.345057
YOL017W,0.038795
YOL018C,0.055056
YOL019W,0.478213
YOL020W,0.202276
YOL021C,0.375741
YOL022C,0.380935
YOL023W,0.010553
YOL024W,0.03258
YOL025W,0.014528
YOL026C,0.273189
YOL027C,0.386639
YOL028C,0.05109
YOL029C,0.092291
YOL030W,2.796726
YOL031C,0.106846
YOL032W,0.189965
YOL033W,0.057857
YOL034W,0.030462
YOL036W,0.069988
YOL038W,1.615352
YOL039W,21.852148
YOL040C,18.853387
YOL041C,0.058954
YOL042W,0.06267
YOL043C,0.126792
YOL044W,0.105987
YOL045W,0.016712
YOL047C,0.01527
YOL048C,0.07438
YOL049W,0.473763
YOL051W,0.102134
YOL052C,0.378746
YOL053W,0.059107
YOL054W,0.134
YOL055C,0.012874
YOL056W,0.205509
YOL057W,0.190724
YOL058W,0.220608
YOL059W,0.450824
YOL060C,0.178038
YOL061W,1.1354
YOL062C,0.10273
YOL063C,0.026534
YOL064C,0.546803
YOL065C,0.080323
YOL066C,0.062053
YOL067C,0.007812
YOL068C,0.087887
YOL069W,0.012298
YOL070C,0.139579
YOL071W,0.166322
YOL072W,0.01488
YOL073C,0.140935
YOL075C,0.015146
YOL076W,0.054265
YOL077C,0.886741
YOL078W,0.015416
YOL080C,0.169259
YOL081W,0.022749
YOL082W,0.074424
YOL083W,0.115638
YOL084W,0.019169
YOL086C,48.683355
YOL087C,0.020552
YOL088C,0.373907
YOL089C,0.013883
YOL090W,0.138324
YOL091W,0.007341
YOL092W,1.63349
YOL093W,0.156085
YOL094C,0.381038
YOL095C,0.024794
YOL096C,0.058706
YOL097C,2.118914
YOL098C,0.20666
YOL100W,0.014779
YOL101C,0.085321
YOL102C,0.252621
YOL103W,0.219675
YOL104C,0.013547
YOL105C,0.024091
YOL107W,0.038953
YOL108C,0.370101
YOL109W,20.232963
YOL110W,0.097977
YOL111C,0.739624
YOL112W,0.070808
YOL113W,0.008225
YOL114C,0.033141
YOL115W,0.054045
YOL116W,0.026022
YOL117W,0.007869
YOL119C,0.242697
YOL120C,15.267444
YOL121C,22.297993
YOL122C,0.220571
YOL123W,0.889061
YOL124C,0.672588
YOL125W,0.108922
YOL126C,0.116291
YOL127W,12.904202
YOL128C,0.044811
YOL129W,0.957253
YOL130W,0.093081
YOL131W,0.057757
YOL132W,0.022014
YOL133W,0.365283
YOL135C,0.155271
YOL136C,0.037056
YOL137W,0.065204
YOL138C,0.009069
YOL139C,4.195891
YOL140W,0.074116
YOL141W,0.017822
YOL142W,0.428496
YOL143C,1.086424
YOL144W,0.111374
YOL145C,0.058331
YOL146W,0.239998
YOL147C,0.85316
YOL148C,0.091269
YOL149W,0.260764
YOL151W,0.982196
YOL152W,0.014313
YOL154W,0.057179
YOL155C,0.051421
YOL156W,0.002088
YOL157C,0.009933
YOL158C,0.409321
YOL159C,0.131973
YOL161C,0.160627
YOL162W,0.053772
YOL163W,0.051789
YOL164W,0.008366
YOL165C,0.050368
YOR001W,0.43871
YOR002W,0.318285
YOR003W,0.00375
YOR004W,1.376134
YOR005C,0.007499
YOR006C,0.215247
YOR007C,2.510455
YOR008C,0.419468
YOR008CA,0.051685
YOR009W,0.259377
YOR010C,2.824101
YOR011W,0.034594
YOR012W,0.090611
YOR014W,0.065855
YOR016C,0.272999
YOR017W,0.09617
YOR018W,0.028587
YOR019W,0.008725
YOR020C,2.345212
YOR021C,1.353129
YOR022C,0.037689
YOR023C,0.138085
YOR025W,0.030887
YOR026W,0.085143
YOR027W,2.148127
YOR028C,0.044834
YOR030W,0.006655
YOR032C,0.003477
YOR033C,0.037777
YOR034C,0.071205
YOR035C,0.021292
YOR036W,0.086869
YOR037W,0.024936
YOR038C,0.01905
YOR039W,0.205283
YOR040W,0.067541
YOR042W,0.409423
YOR043W,0.152044
YOR044W,0.154538
YOR045W,1.687445
YOR046C,1.197962
YOR047C,0.081396
YOR048C,0.139489
YOR049C,0.009065
YOR051C,0.324207
YOR052C,0.183349
YOR054C,0.027563
YOR056C,0.666621
YOR057W,0.107686
YOR058C,0.008193
YOR059C,0.12737
YOR060C,0.005151
YOR061W,0.379599
YOR062C,0.080463
YOR063W,22.862378
YOR064C,0.058595
YOR065W,0.095335
YOR066W,0.034688
YOR067C,0.839956
YOR068C,0.010477
YOR069W,0.107796
YOR070C,0.033274
YOR071C,0.036234
YOR073W,0.057651
YOR074C,0.093681
YOR075W,0.061617
YOR076C,0.024187
YOR077W,0.092033
YOR078W,0.372211
YOR079C,0.225404
YOR080W,0.019783
YOR081C,0.051401
YOR083W,0.019841
YOR084W,0.110428
YOR085W,0.565902
YOR086C,0.258138
YOR087W,0.040619
YOR089C,0.515349
YOR090C,0.102404
YOR091W,0.587074
YOR092W,0.053193
YOR093C,0.030215
YOR094W,0.267699
YOR095C,0.593725
YOR096W,6.527709
YOR097C,0.137193
YOR098C,0.060738
YOR099W,2.637328
YOR100C,0.014505
YOR101W,0.300442
YOR103C,0.831039
YOR104W,0.080671
YOR106W,0.142235
YOR107W,0.01036
YOR108W,0.670467
YOR109W,0.15511
YOR110W,0.067631
YOR111W,0.066697
YOR112W,0.058694
YOR113W,0.01845
YOR114W,0.027597
YOR115C,0.32744
YOR116C,0.227275
YOR117W,0.782198
YOR118W,0.07943
YOR119C,0.164601
YOR120W,0.013045
YOR122C,1.925198
YOR123C,0.437774
YOR124C,0.14623
YOR125C,0.118688
YOR126C,0.174725
YOR127W,0.028308
YOR128C,0.322558
YOR129C,0.031719
YOR130C,0.208054
YOR131C,0.456689
YOR132W,0.231774
YOR133W,11.043989
YOR134W,0.032391
YOR136W,1.896319
YOR137C,0.005479
YOR138C,0.147715
YOR140W,0.020211
YOR141C,0.153392
YOR142W,0.686272
YOR143C,0.176593
YOR144C,0.044211
YOR145C,0.766919
YOR147W,0.012026
YOR148C,0.093192
YOR149C,0.023648
YOR150W,0.370828
YOR151C,0.678773
YOR152C,0.010707
YOR153W,0.43047
YOR154W,0.028781
YOR155C,0.088525
YOR156C,0.006981
YOR157C,1.038061
YOR158W,0.109918
YOR159C,0.521664
YOR160W,0.043726
YOR161C,0.20537
YOR162C,0.017141
YOR163W,0.498369
YOR164C,0.350202
YOR165W,0.262474
YOR166C,0.031762
YOR167C,9.871751
YOR168W,0.964295
YOR171C,0.031837
YOR172W,0.020286
YOR173W,0.029942
YOR174W,0.179786
YOR175C,0.499581
YOR176W,0.703134
YOR177C,0.022687
YOR178C,0.003553
YOR179C,0.135645
YOR180C,0.019316
YOR181W,0.092408
YOR182C,27.357196
YOR183W,0.055355
YOR184W,1.11967
YOR185C,0.485255
YOR186W,0.038112
YOR187W,1.645865
YOR188W,0.081156
YOR189W,0.19886
YOR190W,0.007931
YOR191W,0.043748
YOR192C,0.008323
YOR193W,0.01509
YOR194C,0.492396
YOR195W,0.016613
YOR196C,0.388286
YOR197W,0.448749
YOR198C,0.808372
YOR201C,0.07256
YOR202W,0.374688
YOR204W,0.861902
YOR205C,0.027801
YOR206W,0.55954
YOR207C,0.487148
YOR208W,0.043364
YOR209C,0.853147
YOR210W,1.180348
YOR211C,0.02463
YOR212W,0.302647
YOR213C,0.07794
YOR214C,0.009424
YOR215C,0.353157
YOR216C,0.115066
YOR217W,0.11933
YOR219C,0.030461
YOR220W,0.335596
YOR221C,0.182624
YOR222W,0.332437
YOR223W,0.076784
YOR224C,1.518293
YOR226C,0.694801
YOR227W,0.030575
YOR228C,0.13001
YOR229W,0.208603
YOR230W,2.534986
YOR231W,0.061176
YOR232W,0.548133
YOR233W,0.059903
YOR234C,6.312052
YOR236W,0.171852
YOR237W,0.01137
YOR238W,0.135847
YOR239W,0.162859
YOR241W,0.429668
YOR242C,0.031457
YOR243C,0.371432
YOR244W,0.066713
YOR245C,0.189042
YOR246C,0.330885
YOR247W,3.342282
YOR249C,0.029131
YOR250C,0.168544
YOR251C,0.461655
YOR252W,0.204755
YOR253W,0.636843
YOR254C,1.019554
YOR255W,0.025506
YOR256C,0.129246
YOR257W,0.437458
YOR258W,0.066972
YOR259C,1.18069
YOR260W,1.044102
YOR261C,0.494934
YOR262W,0.230214
YOR264W,0.077668
YOR265W,0.621505
YOR266W,0.06081
YOR267C,0.381783
YOR268C,0.135657
YOR269W,0.039009
YOR270C,2.480321
YOR271C,1.808757
YOR272W,0.582425
YOR273C,0.08507
YOR274W,0.131542
YOR275C,0.031914
YOR276W,2.828408
YOR278W,0.12569
YOR279C,0.063774
YOR280C,0.20979
YOR281C,0.262264
YOR283W,0.465568
YOR284W,0.036969
YOR285W,3.7585
YOR286W,0.992648
YOR287C,0.045644
YOR288C,0.319596
YOR289W,0.119993
YOR290C,0.091146
YOR291W,0.155179
YOR292C,0.038706
YOR293W,16.012269
YOR294W,0.371291
YOR295W,0.025667
YOR296W,0.009456
YOR297C,0.080536
YOR298W,0.00804
YOR299W,0.065589
YOR301W,0.075563
YOR302W,7.500389
YOR303W,0.464655
YOR304CA,0.248262
YOR304W,0.050862
YOR305W,0.120576
YOR306C,0.14207
YOR307C,0.07082
YOR308C,0.02069
YOR310C,3.014851
YOR311C,0.313737
YOR312C,9.843081
YOR313C,0.005424
YOR315W,0.068975
YOR316C,0.261836
YOR317W,0.539184
YOR319W,0.082157
YOR320C,0.15836
YOR321W,0.13386
YOR322C,0.077864
YOR323C,1.341095
YOR324C,0.015787
YOR326W,0.397129
YOR327C,1.040293
YOR328W,0.022377
YOR329C,0.069942
YOR330C,0.02102
YOR332W,2.816276
YOR334W,0.014891
YOR335C,1.88873
YOR336W,0.092881
YOR337W,0.038142
YOR338W,0.043991
YOR339C,0.009093
YOR340C,0.715573
YOR341W,0.28981
YOR342C,0.237368
YOR344C,0.107443
YOR346W,0.047967
YOR347C,0.114426
YOR348C,0.055687
YOR349W,0.010177
YOR350C,0.009431
YOR351C,0.00814
YOR352W,0.056665
YOR353C,0.039473
YOR354C,0.079271
YOR355W,0.190849
YOR356W,0.290163
YOR357C,0.233097
YOR358W,0.029216
YOR359W,0.125985
YOR360C,0.235656
YOR361C,1.614074
YOR362C,1.781998
YOR363C,0.030884
YOR365C,0.006595
YOR367W,0.132219
YOR368W,0.01938
YOR369C,7.166647
YOR370C,0.382401
YOR371C,0.013991
YOR372C,0.030658
YOR373W,0.042515
YOR374W,0.713662
YOR375C,3.050659
YOR377W,0.057492
YOR378W,0.002529
YOR380W,0.045694
YOR381W,0.001809
YOR382W,1.071756
YOR383C,1.993158
YOR384W,0.001099
YOR385W,0.090856
YOR386W,0.019438
YOR387C,0.020665
YOR388C,0.011936
YOR389W,0.04242
YOR390W,0.023975
YOR391C,0.05022
YOR393W,0.052469
YOR394W,0.091715
YPL001W,0.098011
YPL002C,0.066224
YPL003W,0.040745
YPL004C,1.399501
YPL005W,0.042155
YPL006W,0.054386
YPL007C,0.117986
YPL008W,0.030163
YPL009C,0.185197
YPL010W,0.854575
YPL011C,0.166323
YPL012W,0.453607
YPL013C,0.932568
YPL014W,0.016708
YPL015C,0.049372
YPL016W,0.013776
YPL017C,0.01224
