ORF,VALUE
SAKL0A04884g,-2.056355411
SAKL0A04906g,-4.209668046
SAKL0A04928g,-4.988690551
SAKL0A04950g,-4.876166466
SAKL0A04972g,-3.412306476
SAKL0A04994g,-3.798359358
SAKL0A05016g,-1.728289027
SAKL0A05038g,-3.634118485
SAKL0A05060g,-3.718005585
SAKL0A05126g,-1.754843811
SAKL0A05148g,-2.622324096
SAKL0A05170g,-2.677880999
SAKL0A05192g,-2.412893917
SAKL0A05214g,-3.220571987
SAKL0A05236g,-5.230311753
SAKL0A05258g,-5.122192881
SAKL0A05280g,-2.745077058
SAKL0A05302g,-5.296291734
SAKL0A05324g,-3.718712514
SAKL0A05346g,-1.012264694
SAKL0A05368g,-3.304490792
SAKL0A05390g,-1.123092972
SAKL0A05412g,-1.74063609
SAKL0A05434g,-0.788755408
SAKL0A05456g,-3.099939858
SAKL0A05478g,-3.595215924
SAKL0A05500g,-2.32898068
SAKL0A05522g,-1.87277227
SAKL0A05588g,-2.45605088
SAKL0A05610g,-4.232015333
SAKL0A05632g,-5.349546395
SAKL0A05654g,-4.452896239
SAKL0A05676g,-4.630366744
SAKL0A05698g,-3.964791624
SAKL0A05720g,0.158766837
SAKL0A05742g,-1.811440199
SAKL0A05764g,-1.412648556
SAKL0A05786g,-6.643627172
SAKL0A05808g,-1.193729519
SAKL0A05830g,-3.698119733
SAKL0A05874g,-1.14713126
SAKL0A05896g,-3.484484281
SAKL0A05918g,-2.092929389
SAKL0A05940g,-1.087165699
SAKL0A05962g,-2.627108551
SAKL0A05984g,-3.389131371
SAKL0A06006g,-1.908077255
SAKL0A06028g,-0.691667341
SAKL0A06050g,-4.013450795
SAKL0A06072g,-2.823585349
SAKL0A06094g,0.120151374
SAKL0A06116g,-3.614681228
SAKL0A06138g,-1.296454034
SAKL0A06160g,-0.871534193
SAKL0A06182g,-4.124597317
SAKL0A06204g,-3.488452176
SAKL0A06226g,-2.259328395
SAKL0A06248g,-3.13607238
SAKL0A06270g,-3.983660203
SAKL0A06292g,-1.200355975
SAKL0A06314g,-1.236663559
SAKL0A06336g,-3.903309547
SAKL0A06358g,-1.378796414
SAKL0A06380g,-4.759527962
SAKL0A06402g,-5.762620972
SAKL0A06424g,-3.256647141
SAKL0A06446g,-4.551460916
SAKL0A06468g,-4.066260536
SAKL0A06490g,-2.448698019
SAKL0A06534g,-2.633520412
SAKL0A06556g,-1.284940822
SAKL0A06578g,-5.150619792
SAKL0A06666g,-5.783566204
SAKL0A06688g,-1.951794372
SAKL0A06710g,-0.715936629
SAKL0A06732g,-5.706039137
SAKL0A06754g,-1.301786323
SAKL0A06776g,3.099805327
SAKL0A06798g,-1.455272217
SAKL0A06820g,-4.093691516
SAKL0A06842g,-5.60203807
SAKL0A06864g,-3.132987049
SAKL0A06886g,-5.133661744
SAKL0A06908g,-3.046948501
SAKL0A06930g,-3.903816748
SAKL0A06952g,-2.790877567
SAKL0A06974g,-4.994545875
SAKL0A06996g,-2.645675348
SAKL0A07018g,1.515673494
SAKL0A07040g,-2.797850163
SAKL0A07062g,-2.226538757
SAKL0A07084g,-2.569031679
SAKL0A07106g,-2.715004016
SAKL0A07128g,-0.902932468
SAKL0A07150g,-3.671234145
SAKL0A07172g,-4.230687242
SAKL0A07194g,-2.97484778
SAKL0A07216g,-3.140847691
SAKL0A07238g,-4.064283365
SAKL0A07260g,-2.332653234
SAKL0A07282g,-3.165674894
SAKL0A07304g,-2.34214648
SAKL0A07326g,1.476621968
SAKL0A07348g,-2.227549383
SAKL0A07370g,-3.166862493
SAKL0A07392g,-3.668859439
SAKL0A07414g,-0.552359188
SAKL0A07480g,-4.158301241
SAKL0A07502g,-5.304019688
SAKL0A07524g,-0.981324499
SAKL0A07546g,-3.048709467
SAKL0A07568g,0.885156931
SAKL0A07612g,-2.96410633
SAKL0A07634g,-3.921655037
SAKL0A07656g,1.459511932
SAKL0A07678g,-3.595119055
SAKL0A07700g,0.547284993
SAKL0A07722g,-4.585268973
SAKL0A07744g,2.489828736
SAKL0A07766g,-0.794058798
SAKL0A07788g,-1.733942392
SAKL0A07810g,-2.541918492
SAKL0A07832g,-3.767922877
SAKL0A07854g,-4.400876505
SAKL0A07876g,-0.67165016
SAKL0A07898g,3.286295852
SAKL0A07920g,-1.168161228
SAKL0A07942g,-2.440615145
SAKL0A07964g,-1.812761617
SAKL0A07986g,-0.229930793
SAKL0A08008g,-4.384560252
SAKL0A08030g,-3.951800137
SAKL0A08052g,-4.770027576
SAKL0A08074g,-3.856752938
SAKL0A08096g,-2.165626793
SAKL0A08118g,-0.147361838
SAKL0A08140g,-1.8596153
SAKL0A08162g,-2.801127531
SAKL0A08184g,-4.943115463
SAKL0A08206g,-5.080748277
SAKL0A08228g,-4.66425239
SAKL0A08250g,-4.263961814
SAKL0A08360g,-3.085633679
SAKL0A08382g,-2.411103838
SAKL0A08404g,-2.528255861
SAKL0A08426g,-3.75195703
SAKL0A08448g,-5.030673985
SAKL0A08470g,-3.231748132
SAKL0A08492g,-2.005165505
SAKL0A08514g,-4.761189
SAKL0A08536g,-3.144047125
SAKL0A08558g,-1.501624436
SAKL0A08580g,-1.993659329
SAKL0A08602g,-3.274623704
SAKL0A08624g,-5.85243467
SAKL0A08646g,-5.861458777
SAKL0A08668g,-3.822242589
SAKL0A08690g,-2.350669725
SAKL0A08712g,-2.081500102
SAKL0A08734g,3.043317474
SAKL0A08756g,-3.908878562
SAKL0A08778g,-1.756582814
SAKL0A08800g,-0.19710501
SAKL0A08822g,-1.919630949
SAKL0A08844g,-2.685774793
SAKL0A08888g,-0.69978404
SAKL0A08910g,-2.600516284
SAKL0A08932g,-2.57991602
SAKL0A08954g,-4.092714043
SAKL0A08976g,-5.877576028
SAKL0A08998g,-3.714617539
SAKL0A09020g,-0.533165374
SAKL0A09042g,-2.898321891
SAKL0A09064g,-2.604610976
SAKL0A09152g,-4.128017708
SAKL0A09174g,0.365462864
SAKL0A09196g,-5.011879497
SAKL0A09218g,-2.865616718
SAKL0A09240g,-4.262633415
SAKL0A09262g,-3.039136388
SAKL0A09284g,-1.926189418
SAKL0A09306g,-2.715636605
SAKL0A09328g,-1.132246684
SAKL0A09350g,-2.545055753
SAKL0A09372g,-1.43058777
SAKL0A09394g,-2.41979215
SAKL0A09416g,-3.743462175
SAKL0A09438g,-4.635681269
SAKL0A09460g,-5.476588075
SAKL0A09482g,-3.29603992
SAKL0A09504g,-1.902496321
SAKL0A09526g,-4.117124715
SAKL0A09548g,-1.031043418
SAKL0A09570g,-2.916347353
SAKL0A09592g,-4.568676846
SAKL0A09614g,-1.308295123
SAKL0A09636g,-2.634285153
SAKL0A09658g,-2.900377431
SAKL0A09680g,-2.819242273
SAKL0A09702g,-4.057974352
SAKL0A09724g,-4.753011708
SAKL0A09746g,-5.22117837
SAKL0A09768g,-0.587420133
SAKL0A09790g,-1.593219123
SAKL0A09812g,-3.77588551
SAKL0A09834g,-0.339602029
SAKL0A09856g,-4.098378116
SAKL0A09900g,-3.131000142
SAKL0A09922g,-3.561700345
SAKL0A09966g,2.707847959
SAKL0A09988g,-5.562202532
SAKL0A10010g,-4.211725507
SAKL0A10032g,-1.263565749
SAKL0A10054g,-3.649999064
SAKL0A10076g,-4.177987902
SAKL0A10098g,-5.063823542
SAKL0A10120g,-3.706327029
SAKL0A10142g,-3.026530471
SAKL0A10186g,-1.896146817
SAKL0A10208g,-5.032074306
SAKL0A10230g,-0.615115228
SAKL0A10252g,-2.995485357
SAKL0A10274g,-1.23716518
SAKL0A10318g,-2.708836451
SAKL0A10340g,-5.951046996
SAKL0A10362g,-0.810077184
SAKL0A10384g,-1.439962709
SAKL0A10406g,-2.790556171
SAKL0A10428g,-1.743395443
SAKL0A10450g,2.003898241
SAKL0A10472g,-3.814300988
SAKL0A10516g,-4.372333091
SAKL0A10538g,-4.79846489
SAKL0A10560g,-6.647434802
SAKL0A10582g,-5.547280936
SAKL0A10604g,-5.918786338
SAKL0A10626g,-4.194915257
SAKL0A10648g,-5.494943571
SAKL0A10670g,-3.583693563
SAKL0B00110g,-9.982725229
SAKL0B00132g,-5.589832529
SAKL0B00154g,-6.65156892
SAKL0B00176g,-3.021507621
SAKL0B00198g,-5.884623225
SAKL0B00220g,-4.541706314
SAKL0B00242g,-5.323470143
SAKL0B00264g,-4.395527363
SAKL0B00286g,-6.191083989
SAKL0B00308g,-5.131555527
SAKL0B00440g,-5.696849977
SAKL0B00462g,-5.980867858
SAKL0B00484g,-3.329969169
SAKL0B00506g,-2.594179323
SAKL0B00528g,-2.845687325
SAKL0B00550g,-2.741775079
SAKL0B00572g,-2.174402078
SAKL0B00594g,-2.299239559
SAKL0B00616g,-2.502287511
SAKL0B00638g,-3.25424205
SAKL0B00660g,0.990789987
SAKL0B00682g,3.287952145
SAKL0B00704g,-1.837560507
SAKL0B00726g,-2.558509735
SAKL0B00748g,-3.588488089
SAKL0B00770g,-3.49199826
SAKL0B00792g,-2.508059282
SAKL0B00814g,-3.198293583
SAKL0B00836g,-2.619843045
SAKL0B00858g,0.090184195
SAKL0B00880g,-1.990657214
SAKL0B00902g,-2.353383447
SAKL0B00924g,-2.020812716
SAKL0B00946g,-4.663233584
SAKL0B00968g,1.841022096
SAKL0B00990g,-2.624813536
SAKL0B01012g,-0.72523041
SAKL0B01034g,-3.514695351
SAKL0B01056g,-0.759209781
SAKL0B01078g,-0.65294784
SAKL0B01100g,-2.802402539
SAKL0B01122g,-2.478820981
SAKL0B01144g,3.326058417
SAKL0B01166g,-3.179703267
SAKL0B01188g,-0.508655204
SAKL0B01210g,-3.052271403
SAKL0B01232g,-2.556455484
SAKL0B01254g,-0.114683079
SAKL0B01276g,-4.435739838
SAKL0B01298g,-4.478762726
SAKL0B01320g,0.439103946
SAKL0B01342g,-4.250117755
SAKL0B01364g,-1.735306464
SAKL0B01386g,-4.108371176
SAKL0B01408g,-3.611604884
SAKL0B01430g,-6.048065488
SAKL0B01452g,-6.455467755
SAKL0B01474g,-4.858524412
SAKL0B01496g,-0.242008344
SAKL0B01518g,-3.256553883
SAKL0B01540g,-2.125867367
SAKL0B01562g,-3.116791916
SAKL0B01584g,-5.462222924
SAKL0B01606g,-3.213778756
SAKL0B01628g,-3.603508339
SAKL0B01672g,-4.998738269
SAKL0B01694g,-4.727297258
SAKL0B01716g,-0.997505458
SAKL0B01738g,-0.074503025
SAKL0B01760g,-3.192775668
SAKL0B01782g,-4.416143159
SAKL0B01804g,-1.867398427
SAKL0B01826g,-2.266269034
SAKL0B01848g,-3.05021227
SAKL0B01870g,-4.859234972
SAKL0B01958g,0.012052639
SAKL0B01980g,-2.781702816
SAKL0B02002g,-2.093418237
SAKL0B02024g,-3.958936926
SAKL0B02046g,-2.456242036
SAKL0B02068g,-2.135436442
SAKL0B02090g,-4.979380286
SAKL0B02112g,-5.391522124
SAKL0B02134g,-4.580454221
SAKL0B02156g,-2.839256142
SAKL0B02178g,-4.522214668
SAKL0B02200g,-4.188383318
SAKL0B02222g,-5.87554312
SAKL0B02244g,-3.153875346
SAKL0B02266g,-2.068198804
SAKL0B02288g,-2.843729955
SAKL0B02310g,-2.066705265
SAKL0B02332g,-1.83624433
SAKL0B02354g,-5.117436838
SAKL0B02376g,-1.228932651
SAKL0B02398g,-2.748912832
SAKL0B02420g,-3.424118926
SAKL0B02442g,-2.559269776
SAKL0B02508g,-2.523774393
SAKL0B02530g,-0.825143574
SAKL0B02552g,-2.635834375
SAKL0B02574g,-1.064213005
SAKL0B02596g,-1.362495852
SAKL0B02618g,-3.520340261
SAKL0B02640g,-3.544167127
SAKL0B02662g,-4.333706635
SAKL0B02684g,-3.370532909
SAKL0B02706g,-4.318673407
SAKL0B02728g,-3.109488604
SAKL0B02750g,-0.67930341
SAKL0B02772g,-4.588057882
SAKL0B02794g,-1.747816858
SAKL0B02816g,-2.567912618
SAKL0B02838g,-4.417221612
SAKL0B02860g,-2.672112318
SAKL0B02904g,-1.700862283
SAKL0B02926g,-4.637141747
SAKL0B02948g,-4.708473372
SAKL0B02970g,-0.47677955
SAKL0B02992g,-1.471094582
SAKL0B03014g,-1.261148241
SAKL0B03036g,-3.192374384
SAKL0B03058g,-3.386462946
SAKL0B03124g,-4.172127955
SAKL0B03146g,-1.602308078
SAKL0B03168g,-2.123810704
SAKL0B03190g,-3.594244184
SAKL0B03212g,-5.307776664
SAKL0B03234g,-4.984398708
SAKL0B03256g,-4.197785944
SAKL0B03322g,-3.464926422
SAKL0B03344g,-2.23179713
SAKL0B03366g,-3.739015902
SAKL0B03388g,-2.211688661
SAKL0B03410g,-6.056850162
SAKL0B03432g,-2.120927722
SAKL0B03454g,-2.564120249
SAKL0B03498g,-2.231695316
SAKL0B03520g,-1.027463693
SAKL0B03542g,0.577501156
SAKL0B03586g,-4.275048424
SAKL0B03608g,-1.391064268
SAKL0B03674g,-3.733265013
SAKL0B03696g,-2.257918529
SAKL0B03718g,-1.831737997
SAKL0B03806g,3.089595082
SAKL0B03850g,0.023395729
SAKL0B03872g,-2.131499334
SAKL0B03894g,-2.742901157
SAKL0B03916g,-3.108879789
SAKL0B03938g,-2.500686533
SAKL0B04004g,-4.63477164
SAKL0B04026g,-3.193330872
SAKL0B04048g,-4.539084189
SAKL0B04070g,-4.856169647
SAKL0B04092g,3.341145416
SAKL0B04114g,-5.808634546
SAKL0B04136g,-2.536208553
SAKL0B04158g,0.578312513
SAKL0B04180g,-4.956469513
SAKL0B04202g,-2.199937219
SAKL0B04246g,2.602611746
SAKL0B04268g,-2.950280798
SAKL0B04290g,-3.741640659
SAKL0B04312g,-0.304895017
SAKL0B04334g,0.789143673
SAKL0B04356g,-2.086663699
SAKL0B04444g,-3.41547888
SAKL0B04466g,-2.21309623
SAKL0B04488g,-2.980144789
SAKL0B04510g,-3.886317188
SAKL0B04532g,-4.021382402
SAKL0B04554g,-5.430736821
SAKL0B04576g,-5.765017057
SAKL0B04598g,-4.376875998
SAKL0B04620g,-5.413553726
SAKL0B04642g,1.012861855
SAKL0B04664g,-3.83782535
SAKL0B04686g,-4.079744435
SAKL0B04708g,2.903381641
SAKL0B04730g,-3.146817518
SAKL0B04752g,-6.224950334
SAKL0B04774g,-3.11203658
SAKL0B04796g,-0.46061627
SAKL0B04928g,-3.581098326
SAKL0B04950g,-2.986108335
SAKL0B04972g,-0.084189104
SAKL0B04994g,-3.483910737
SAKL0B05016g,-4.759417596
SAKL0B05038g,-4.581477887
SAKL0B05060g,-3.702060535
SAKL0B05082g,-2.708337337
SAKL0B05104g,-3.71566074
SAKL0B05126g,-4.21877411
SAKL0B05148g,-0.610051684
SAKL0B05170g,-3.149484128
SAKL0B05192g,-3.583989469
SAKL0B05214g,-3.990129873
SAKL0B05236g,-2.83847134
SAKL0B05258g,-5.024121226
SAKL0B05280g,-1.319616668
SAKL0B05302g,-4.308689071
SAKL0B05324g,-0.613477439
SAKL0B05346g,-0.090617991
SAKL0B05368g,-3.108550931
SAKL0B05390g,-1.87233557
SAKL0B05412g,-2.530107865
SAKL0B05434g,-2.69663832
SAKL0B05456g,-3.468653737
SAKL0B05500g,0.793607084
SAKL0B05500gu,-0.427013637
SAKL0B05522g,-3.229144297
SAKL0B05544g,-1.76830495
SAKL0B05566g,-3.608994582
SAKL0B05588g,-4.544702399
SAKL0B05610g,-3.275222561
SAKL0B05632g,-3.542107253
SAKL0B05654g,-3.48807742
SAKL0B05676g,-5.029779442
SAKL0B05698g,-6.401731371
SAKL0B05764g,-0.896565864
SAKL0B05786g,-2.232568695
SAKL0B05852g,-3.587380543
SAKL0B05874g,0.924162471
SAKL0B05896g,-3.065306498
SAKL0B05918g,2.712129971
SAKL0B05940g,-3.495808575
SAKL0B05962g,-5.197561653
SAKL0B05984g,-4.058285049
SAKL0B06006g,0.159452331
SAKL0B06028g,-3.7790889
SAKL0B06050g,-4.917858088
SAKL0B06072g,-2.490151378
SAKL0B06094g,0.248982101
SAKL0B06116g,-2.872732647
SAKL0B06138g,-4.713876238
SAKL0B06226g,-1.862154433
SAKL0B06248g,-2.767962097
SAKL0B06270g,-3.28979507
SAKL0B06292g,-1.166380885
SAKL0B06314g,-4.469793762
SAKL0B06336g,0.957798149
SAKL0B06358g,-1.22933341
SAKL0B06380g,-1.197012985
SAKL0B06402g,-1.627002254
SAKL0B06424g,-2.317960688
SAKL0B06446g,-3.362497821
SAKL0B06468g,-3.774330241
SAKL0B06512g,1.470550639
SAKL0B06534g,-5.553354831
SAKL0B06556g,-1.502081165
SAKL0B06578g,-4.350807481
SAKL0B06600g,-0.640002318
SAKL0B06622g,-2.614192849
SAKL0B06644g,3.431836126
SAKL0B06666g,-1.145187592
SAKL0B06688g,-4.680187827
SAKL0B06710g,-4.807456948
SAKL0B06732g,-4.534161288
SAKL0B06754g,2.449652011
SAKL0B06776g,-3.330111368
SAKL0B06798g,-2.299954601
SAKL0B06820g,-3.142076378
SAKL0B06842g,-1.051646334
SAKL0B06864g,-2.989261222
SAKL0B06886g,-2.200131545
SAKL0B06908g,-1.841179993
SAKL0B06930g,-1.311548
SAKL0B06952g,-2.798657938
SAKL0B06974g,-1.866028002
SAKL0B06996g,-0.958259002
SAKL0B07018g,-2.711210948
SAKL0B07040g,-4.234787388
SAKL0B07062g,-4.114458851
SAKL0B07084g,-5.270248718
SAKL0B07106g,-2.993925235
SAKL0B07128g,0.01258927
SAKL0B07150g,-0.842789707
SAKL0B07172g,-4.693409581
SAKL0B07194g,-2.278549558
SAKL0B07216g,-2.066604258
SAKL0B07238g,-3.45501173
SAKL0B07282g,-1.696086947
SAKL0B07304g,-5.732217554
SAKL0B07326g,-3.356483015
SAKL0B07348g,-4.306379541
SAKL0B07370g,-4.55346183
SAKL0B07392g,-1.73189877
SAKL0B07414g,-4.050463346
SAKL0B07436g,-2.512556438
SAKL0B07458g,-3.517959045
SAKL0B07480g,-3.689166271
SAKL0B07502g,-4.369372394
SAKL0B07524g,-2.508299702
SAKL0B07546g,-1.353629199
SAKL0B07568g,-3.02588696
SAKL0B07590g,-0.957478351
SAKL0B07612g,-1.689608259
SAKL0B07634g,-2.886162539
SAKL0B07656g,-2.891064727
SAKL0B07678g,-5.812501127
SAKL0B07700g,0.929783685
SAKL0B07722g,-4.092869405
SAKL0B07744g,-2.226822802
SAKL0B07766g,-4.929700028
SAKL0B07788g,-2.584002838
SAKL0B07810g,-0.06185842
SAKL0B07832g,-3.545766103
SAKL0B07854g,-3.877635385
SAKL0B07876g,0.250267498
SAKL0B07898g,-3.115849812
SAKL0B07942g,-1.741944121
SAKL0B07964g,-5.799670413
SAKL0B07986g,-1.398300691
SAKL0B08008g,-4.35465769
SAKL0B08030g,-1.028878753
SAKL0B08052g,-1.615271313
SAKL0B08074g,-2.152460321
SAKL0B08096g,1.27152597
SAKL0B08118g,-3.102139024
SAKL0B08140g,-2.029428425
SAKL0B08162g,-5.847394082
SAKL0B08184g,-4.411018412
SAKL0B08250g,-5.418821238
SAKL0B08272g,-3.05193988
SAKL0B08294g,4.348964201
SAKL0B08316g,-2.990847259
SAKL0B08338g,-1.053740748
SAKL0B08360g,0.195089963
SAKL0B08382g,-2.738920216
SAKL0B08404g,-1.20627928
SAKL0B08426g,-3.688306997
SAKL0B08448g,-3.500165508
SAKL0B08470g,-2.297401459
SAKL0B08492g,-3.198800035
SAKL0B08514g,1.089298642
SAKL0B08536g,-4.634228108
SAKL0B08558g,-3.58297981
SAKL0B08580g,-3.883990162
SAKL0B08602g,-3.6754615
SAKL0B08624g,-2.005604553
SAKL0B08646g,-1.257152687
SAKL0B08668g,-4.241119505
SAKL0B08690g,-5.521136774
SAKL0B08712g,-5.158786504
SAKL0B08734g,-4.289906578
SAKL0B08756g,-3.673275216
SAKL0B08778g,-2.438363532
SAKL0B08800g,-2.275524439
SAKL0B08822g,-3.556147688
SAKL0B08844g,-3.989893729
SAKL0B08932g,-1.689194814
SAKL0B08954g,-2.376253513
SAKL0B08976g,-4.580493977
SAKL0B08998g,-2.813536736
SAKL0B09020g,-3.488871825
SAKL0B09064g,-3.60811517
SAKL0B09086g,-1.187938805
SAKL0B09108g,-0.456937653
SAKL0B09130g,-2.343333684
SAKL0B09152g,-1.130657566
SAKL0B09174g,-1.535898388
SAKL0B09196g,-0.749774985
SAKL0B09218g,-1.23316402
SAKL0B09240g,2.805330482
SAKL0B09262g,-1.516060321
SAKL0B09284g,-2.977337392
SAKL0B09306g,-2.356532443
SAKL0B09328g,1.001094476
SAKL0B09350g,-1.769076428
SAKL0B09372g,-2.645520971
SAKL0B09394g,-2.779798635
SAKL0B09416g,-2.114153374
SAKL0B09460g,-3.777040182
SAKL0B09482g,-3.915610571
SAKL0B09504g,-3.15244431
SAKL0B09526g,-3.518624623
SAKL0B09548g,-2.872570852
